=== Conectado a bancada de giro ===
Envie 's' para girar. 'p' aborta.
[GIRO] Girando... (log so no fim)
[GIRO] Alvo +180.0 | Final +184.08 | Erro -4.08 | 1469 ms | fim: travou
---- INICIO TELEMETRIA (CSV) ----
t_ms,ang_z,erro,velGiro,correcao,pwmEsq,pwmDir,encEsq,encDir
801,151.69,28.31,248.59,90.00,-97,97,-671,1078
811,154.17,25.83,248.59,90.00,-90,90,-678,1099
821,156.64,23.36,245.86,90.00,-90,90,-683,1114
831,159.11,20.89,248.59,90.00,-90,90,-690,1120
841,161.51,18.49,228.36,90.00,-90,90,-698,1131
851,163.73,16.27,213.62,90.00,-90,90,-702,1145
861,165.77,14.23,197.58,90.00,-90,90,-706,1160
871,167.78,12.22,208.12,90.00,-90,90,-712,1165
881,169.84,10.16,198.75,90.00,-90,90,-718,1174
891,171.79,8.21,190.73,90.00,-90,90,-723,1184
901,173.61,6.39,177.27,90.00,-90,90,-726,1195
911,175.40,4.60,182.11,90.00,-90,90,-730,1200
921,177.16,2.84,169.23,90.00,-90,90,-734,1207
931,178.83,1.17,162.13,-11.08,-90,90,-737,1215
941,180.47,-0.47,164.61,-18.18,11,-11,-739,1220
951,182.06,-2.06,147.39,-25.20,18,-18,-739,1220
961,183.43,-3.43,121.46,-90.00,25,-25,-739,1221
971,184.51,-4.51,87.81,-90.00,90,-90,-740,1221
981,185.28,-5.28,60.03,-90.00,90,-90,-740,1219
991,185.77,-5.77,33.34,-90.00,90,-90,-739,1216
1001,186.01,-6.01,11.40,-90.00,90,-90,-738,1212
1011,186.05,-6.05,-5.26,-90.00,90,-90,-737,1208
1021,185.95,-5.95,-18.08,-90.00,90,-90,-736,1207
1031,185.73,-5.73,-24.76,-90.00,90,-90,-736,1206
1041,185.47,-5.47,-25.36,-90.00,90,-90,-735,1204
1051,185.23,-5.23,-23.54,-90.00,90,-90,-735,1204
1061,185.00,-5.00,-21.42,-90.00,90,-90,-734,1204
1071,184.79,-4.79,-21.83,-90.00,90,-90,-733,1203
1081,184.57,-4.57,-22.15,-90.00,90,-90,-732,1203
1091,184.36,-4.36,-18.69,-90.00,90,-90,-731,1203
1101,184.18,-4.18,-16.70,-90.00,90,-90,-730,1202
1111,184.02,-4.02,-16.04,-90.00,90,-90,-730,1201
1121,183.85,-3.85,-17.36,-90.00,90,-90,-730,1201
1131,183.68,-3.68,-16.54,-90.00,90,-90,-729,1200
1141,183.52,-3.52,-16.50,-90.00,90,-90,-729,1200
1151,183.35,-3.35,-16.48,-90.00,90,-90,-728,1200
1161,183.19,-3.19,-15.24,-90.00,90,-90,-728,1199
1171,183.05,-3.05,-12.71,-90.00,90,-90,-727,1199
1181,182.94,-2.94,-9.60,-90.00,90,-90,-727,1199
1191,182.85,-2.85,-6.49,-90.00,90,-90,-726,1199
1201,182.80,-2.80,-3.54,-90.00,90,-90,-726,1199
1214,182.78,-2.78,-1.22,-90.00,90,-90,-726,1199
1224,182.76,-2.76,-1.58,-90.00,90,-90,-726,1199
1234,182.75,-2.75,-1.61,-90.00,90,-90,-726,1199
1244,182.73,-2.73,-1.61,-90.00,90,-90,-726,1199
1254,182.71,-2.71,-1.70,-90.00,90,-90,-726,1199
1264,182.70,-2.70,-1.69,-90.00,90,-90,-726,1199
1274,182.68,-2.68,-1.56,-90.00,90,-90,-726,1199
1284,182.66,-2.66,-1.62,-90.00,90,-90,-726,1199
1294,182.65,-2.65,-1.98,-90.00,90,-90,-726,1199
1304,182.62,-2.62,-4.12,-90.00,90,-90,-725,1199
1314,182.57,-2.57,-6.27,-90.00,90,-90,-725,1199
1324,182.50,-2.50,-8.08,11.27,90,-90,-724,1199
1334,182.41,-2.41,-10.18,12.10,-11,11,-724,1200
---- FIM (133 amostras) ----
[GIRO] Fim. Envie 's' para repetir.
