=== Conectado a bancada de giro ===
Envie 's' para girar. 'p' aborta.
[GIRO] Girando... (log so no fim)
[GIRO] Alvo +180.0 | Final +182.80 | Erro -2.80 | 1516 ms | fim: travou
---- INICIO TELEMETRIA (CSV) ----
t_ms,ang_z,erro,velGiro,correcao,pwmEsq,pwmDir,encEsq,encDir
651,100.38,79.62,248.61,150.00,-150,150,-452,912
661,102.84,77.16,242.77,150.00,-150,150,-461,942
671,105.27,74.73,238.64,150.00,-150,150,-467,971
681,107.72,72.28,248.61,150.00,-150,150,-475,979
691,110.21,69.79,248.61,150.00,-150,150,-490,991
701,112.69,67.31,248.61,150.00,-150,150,-498,1010
711,115.18,64.82,247.63,150.00,-150,150,-506,1035
721,117.63,62.37,246.23,150.00,-150,150,-513,1063
731,120.12,59.88,248.61,150.00,-150,150,-521,1073
741,122.61,57.39,248.61,150.00,-150,150,-535,1082
751,125.09,54.91,248.61,150.00,-150,150,-546,1100
761,127.58,52.42,248.61,150.00,-150,150,-555,1126
771,130.06,49.94,244.82,150.00,-150,150,-563,1157
781,132.46,47.54,236.51,150.00,-150,150,-571,1190
791,134.88,45.12,248.61,150.00,-150,150,-580,1201
801,137.37,42.63,248.61,141.99,-150,150,-593,1212
811,139.85,40.15,248.61,132.78,-141,141,-605,1230
821,142.34,37.66,248.61,123.36,-132,132,-613,1255
831,144.82,35.18,240.60,114.02,-123,123,-620,1281
841,147.21,32.79,248.61,107.32,-114,114,-627,1290
851,149.68,30.32,239.02,100.00,-107,107,-637,1299
861,151.99,28.01,225.41,100.00,-100,100,-643,1314
871,154.18,25.82,205.54,100.00,-100,100,-648,1333
881,156.20,23.80,198.27,100.00,-100,100,-651,1353
891,158.19,21.81,206.89,100.00,-100,100,-657,1361
901,160.26,19.74,199.83,100.00,-100,100,-664,1369
911,162.18,17.82,183.24,100.00,-100,100,-669,1382
921,163.97,16.03,166.37,100.00,-100,100,-673,1400
931,165.59,14.41,159.60,100.00,-100,100,-677,1420
941,167.21,12.79,173.64,100.00,-100,100,-681,1427
951,168.99,11.01,172.83,100.00,-100,100,-689,1434
961,170.63,9.37,158.48,100.00,-100,100,-693,1446
971,172.16,7.84,142.26,100.00,-100,100,-696,1462
981,173.53,6.47,135.77,100.00,-100,100,-699,1475
991,175.00,5.00,154.22,100.00,-100,100,-705,1477
1001,176.47,3.53,137.35,100.00,-100,100,-710,1487
1011,177.82,2.18,126.62,6.10,-100,100,-713,1501
1021,179.00,1.00,115.09,5.30,-6,6,-714,1512
1031,180.20,-0.20,119.36,-1.43,-5,5,-715,1512
1041,181.29,-1.29,94.84,-3.67,1,-1,-715,1512
1051,182.13,-2.13,72.10,-0.63,3,-3,-715,1513
1061,182.75,-2.75,50.20,-100.00,0,0,-716,1515
1071,183.16,-3.16,32.15,-100.00,100,-100,-715,1514
1081,183.36,-3.36,-0.71,-100.00,100,-100,-715,1512
1091,183.25,-3.25,-17.59,-100.00,100,-100,-714,1512
1101,183.09,-3.09,-10.65,-100.00,100,-100,-714,1511
1111,183.01,-3.01,-6.20,-100.00,100,-100,-714,1511
1121,182.96,-2.96,-2.68,-100.00,100,-100,-714,1511
1131,182.95,-2.95,-1.01,-100.00,100,-100,-714,1511
1141,182.94,-2.94,-0.40,-100.00,100,-100,-714,1511
1151,182.94,-2.94,-0.39,-100.00,100,-100,-714,1511
1161,182.93,-2.93,-0.34,-100.00,100,-100,-714,1511
1171,182.93,-2.93,-0.33,-100.00,100,-100,-714,1511
1181,182.92,-2.92,-0.52,-100.00,100,-100,-714,1511
1191,182.92,-2.92,-0.60,-100.00,100,-100,-714,1510
1201,182.91,-2.91,-0.52,-100.00,100,-100,-714,1510
1211,182.91,-2.91,-0.52,-100.00,100,-100,-714,1510
1221,182.90,-2.90,-0.63,-100.00,100,-100,-714,1510
1231,182.90,-2.90,-0.74,-100.00,100,-100,-714,1510
1241,182.89,-2.89,-0.79,-100.00,100,-100,-714,1510
1251,182.88,-2.88,-0.87,-100.00,100,-100,-714,1510
1261,182.87,-2.87,-0.86,-100.00,100,-100,-714,1510
1271,182.86,-2.86,-0.82,-100.00,100,-100,-714,1510
1281,182.85,-2.85,-0.72,-100.00,100,-100,-714,1510
1291,182.85,-2.85,-0.45,-100.00,100,-100,-714,1510
1301,182.84,-2.84,-0.29,-100.00,100,-100,-714,1510
1311,182.84,-2.84,-0.14,-100.00,100,-100,-714,1510
1321,182.84,-2.84,-0.17,-100.00,100,-100,-714,1510
1331,182.84,-2.84,-0.23,-100.00,100,-100,-714,1510
1341,182.84,-2.84,-0.22,-100.00,100,-100,-714,1510
1351,182.83,-2.83,-0.26,-100.00,100,-100,-714,1510
1361,182.83,-2.83,-0.20,-100.00,100,-100,-714,1510
1371,182.83,-2.83,-0.22,-100.00,100,-100,-714,1510
1381,182.83,-2.83,-0.30,-100.00,100,-100,-714,1510
1391,182.82,-2.82,-0.24,-100.00,100,-100,-714,1510
1401,182.82,-2.82,-0.27,-100.00,100,-100,-714,1510
1411,182.82,-2.82,-0.30,-100.00,100,-100,-714,1510
1421,182.82,-2.82,-0.24,-100.00,100,-100,-714,1510
1431,182.81,-2.81,-0.29,-100.00,100,-100,-714,1510
1441,182.81,-2.81,-0.28,-100.00,100,-100,-714,1510
1451,182.81,-2.81,-0.18,-100.00,100,-100,-714,1510
1461,182.81,-2.81,-0.12,-100.00,100,-100,-714,1510
1471,182.81,-2.81,-0.11,-100.00,100,-100,-714,1510
1481,182.80,-2.80,-0.15,-100.00,100,-100,-714,1510
1491,182.80,-2.80,-0.14,-100.00,100,-100,-714,1510
1501,182.80,-2.80,-0.11,-100.00,100,-100,-714,1510
---- FIM (150 amostras) ----
[GIRO] Fim. Envie 's' para repetir.
[GIRO] Girando... (log so no fim)
[GIRO] Alvo +180.0 | Final +186.24 | Erro -6.24 | 1536 ms | fim: travou
---- INICIO TELEMETRIA (CSV) ----
t_ms,ang_z,erro,velGiro,correcao,pwmEsq,pwmDir,encEsq,encDir
11,0.00,180.00,0.05,150.00,0,0,0,0
21,0.00,180.00,0.04,150.00,-150,150,-3,4
31,0.01,179.99,7.93,150.00,-150,150,-10,11
41,0.21,179.79,34.80,150.00,-150,150,-13,21
51,0.64,179.36,54.16,150.00,-150,150,-17,22
61,1.21,178.79,53.72,150.00,-150,150,-25,24
71,1.71,178.29,47.25,150.00,-150,150,-33,30
81,2.22,177.78,56.64,150.00,-150,150,-37,44
91,2.81,177.19,67.48,150.00,-150,150,-40,52
101,3.61,176.39,82.75,150.00,-150,150,-48,53
111,4.38,175.62,74.93,150.00,-150,150,-56,61
121,5.17,174.83,80.39,150.00,-150,150,-60,77
131,5.96,174.04,82.25,150.00,-150,150,-64,94
141,6.91,173.09,113.20,150.00,-150,150,-69,96
151,8.07,171.93,110.19,150.00,-150,150,-79,103
161,9.18,170.82,113.40,150.00,-150,150,-84,118
171,10.32,169.68,113.09,150.00,-150,150,-89,140
181,11.48,168.52,130.33,150.00,-150,150,-94,147
191,12.90,167.10,142.46,150.00,-150,150,-104,152
201,14.26,165.74,136.99,150.00,-150,150,-110,165
211,15.65,164.35,137.43,150.00,-150,150,-116,186
221,17.03,162.97,147.97,150.00,-150,150,-120,194
231,18.62,161.38,160.21,150.00,-150,150,-130,198
241,20.13,159.87,145.51,150.00,-150,150,-140,209
251,21.61,158.39,148.65,150.00,-150,150,-146,229
261,23.08,156.92,147.51,150.00,-150,150,-152,254
271,24.61,155.39,167.31,150.00,-150,150,-158,261
281,26.40,153.60,178.94,150.00,-150,150,-170,268
291,28.11,151.89,166.35,150.00,-150,150,-182,282
301,29.77,150.23,168.03,150.00,-150,150,-187,305
311,31.41,148.59,162.04,150.00,-150,150,-193,326
321,33.15,146.85,191.20,150.00,-150,150,-200,331
331,35.11,144.89,192.06,150.00,-150,150,-213,339
341,36.99,143.01,191.12,150.00,-150,150,-221,350
351,38.95,141.05,196.12,150.00,-150,150,-229,368
361,40.95,139.05,214.35,150.00,-150,150,-236,375
371,43.13,136.87,215.44,150.00,-150,150,-246,384
381,45.26,134.74,213.54,150.00,-150,150,-254,402
391,47.41,132.59,218.22,150.00,-150,150,-262,422
401,49.66,130.34,240.54,150.00,-150,150,-272,428
411,52.08,127.92,233.11,150.00,-150,150,-286,439
421,54.34,125.66,225.21,150.00,-150,150,-299,458
431,56.63,123.37,232.58,150.00,-150,150,-306,484
441,58.93,121.07,229.81,150.00,-150,150,-314,511
451,61.34,118.66,248.61,150.00,-150,150,-323,516
461,63.83,116.17,248.61,150.00,-150,150,-338,528
471,66.27,113.73,246.73,150.00,-150,150,-349,549
481,68.72,111.28,243.97,150.00,-150,150,-358,576
491,71.17,108.83,239.51,150.00,-150,150,-365,606
501,73.60,106.40,248.61,150.00,-150,150,-372,615
511,76.09,103.91,248.61,150.00,-150,150,-387,626
521,78.57,101.43,248.61,150.00,-150,150,-394,645
531,81.06,98.94,248.61,150.00,-150,150,-404,669
541,83.54,96.46,248.61,150.00,-150,150,-412,685
551,86.03,93.97,248.61,150.00,-150,150,-424,693
561,88.52,91.48,248.61,150.00,-150,150,-440,710
571,91.00,89.00,248.61,150.00,-150,150,-447,734
581,93.49,86.51,248.61,150.00,-150,150,-457,759
591,95.98,84.02,248.61,150.00,-150,150,-466,768
601,98.46,81.54,248.61,150.00,-150,150,-483,780
611,100.95,79.05,248.61,150.00,-150,150,-496,801
621,103.43,76.57,248.61,150.00,-150,150,-506,828
631,105.92,74.08,248.61,150.00,-150,150,-515,860
641,108.41,71.59,248.61,150.00,-150,150,-524,889
651,110.89,69.11,248.61,150.00,-150,150,-536,896
661,113.38,66.62,248.61,150.00,-150,150,-552,911
671,115.86,64.14,248.61,150.00,-150,150,-563,934
681,118.35,61.65,248.61,150.00,-150,150,-573,963
691,120.84,59.16,248.61,150.00,-150,150,-583,997
701,123.32,56.68,248.61,150.00,-150,150,-591,1030
711,125.81,54.19,248.61,150.00,-150,150,-600,1036
721,128.30,51.70,248.61,150.00,-150,150,-618,1049
731,130.78,49.22,248.61,150.00,-150,150,-636,1069
741,133.27,46.73,248.61,150.00,-150,150,-647,1097
751,135.75,44.25,248.61,146.65,-150,150,-655,1129
761,138.24,41.76,248.61,137.56,-146,146,-665,1165
771,140.73,39.27,248.61,128.27,-137,137,-674,1179
781,143.21,36.79,248.61,118.78,-128,128,-686,1187
791,145.70,34.30,248.61,109.10,-118,118,-699,1204
801,148.18,31.82,248.61,100.00,-109,109,-705,1226
811,150.67,29.33,248.61,100.00,-100,100,-710,1246
821,153.16,26.84,248.61,100.00,-100,100,-716,1255
831,155.64,24.36,248.61,100.00,-100,100,-727,1267
841,158.13,21.87,248.61,100.00,-100,100,-732,1283
851,160.60,19.40,237.75,100.00,-100,100,-736,1304
861,162.91,17.09,230.12,100.00,-100,100,-740,1320
871,165.30,14.70,244.65,100.00,-100,100,-746,1328
881,167.69,12.31,233.83,100.00,-100,100,-751,1340
891,170.00,10.00,225.49,100.00,-100,100,-755,1351
901,172.21,7.79,217.70,100.00,-100,100,-759,1360
911,174.35,5.65,206.36,100.00,-100,100,-762,1369
921,176.38,3.62,200.76,100.00,-100,100,-765,1377
931,178.33,1.67,192.71,-20.06,-100,100,-768,1386
941,180.23,-0.23,187.24,-27.71,20,-20,-769,1392
951,182.05,-2.05,174.44,-34.87,27,-27,-768,1393
961,183.71,-3.71,152.42,-100.00,34,-34,-768,1395
971,185.06,-5.06,115.55,-100.00,100,-100,-768,1395
981,186.08,-6.08,86.14,-100.00,100,-100,-768,1393
991,186.83,-6.83,62.77,-100.00,100,-100,-768,1389
1001,187.36,-7.36,40.48,-100.00,100,-100,-767,1382
1011,187.64,-7.64,12.54,-100.00,100,-100,-766,1376
1021,187.64,-7.64,-12.33,-100.00,100,-100,-764,1373
1031,187.46,-7.46,-21.68,-100.00,100,-100,-764,1372
1041,187.24,-7.24,-18.65,-100.00,100,-100,-763,1371
1051,187.10,-7.10,-11.27,-100.00,100,-100,-763,1371
1061,186.99,-6.99,-12.41,-100.00,100,-100,-762,1370
1071,186.86,-6.86,-13.47,-100.00,100,-100,-762,1370
1081,186.73,-6.73,-10.70,-100.00,100,-100,-762,1370
1091,186.64,-6.64,-7.20,-100.00,100,-100,-762,1370
1101,186.57,-6.57,-7.30,-100.00,100,-100,-762,1369
1111,186.50,-6.50,-8.52,-100.00,100,-100,-762,1369
1121,186.41,-6.41,-8.23,-100.00,100,-100,-762,1369
1131,186.34,-6.34,-5.38,-100.00,100,-100,-762,1369
1141,186.30,-6.30,-3.16,-100.00,100,-100,-761,1369
1151,186.27,-6.27,-1.98,-100.00,100,-100,-761,1369
1161,186.26,-6.26,-0.48,-100.00,100,-100,-761,1369
1171,186.26,-6.26,-0.28,-100.00,100,-100,-761,1369
1181,186.25,-6.25,-0.17,-100.00,100,-100,-761,1369
1191,186.25,-6.25,-0.06,-100.00,100,-100,-761,1369
1201,186.25,-6.25,-0.20,-100.00,100,-100,-761,1369
1211,186.25,-6.25,0.00,-100.00,100,-100,-761,1369
1221,186.25,-6.25,-0.04,-100.00,100,-100,-761,1369
1231,186.25,-6.25,-0.01,-100.00,100,-100,-761,1369
1241,186.25,-6.25,-0.01,-100.00,100,-100,-761,1369
1251,186.25,-6.25,-0.03,-100.00,100,-100,-761,1369
1261,186.25,-6.25,-0.02,-100.00,100,-100,-761,1369
1271,186.25,-6.25,-0.07,-100.00,100,-100,-761,1369
1281,186.25,-6.25,-0.02,-100.00,100,-100,-761,1369
1291,186.25,-6.25,-0.04,-100.00,100,-100,-761,1368
1301,186.25,-6.25,-0.04,-100.00,100,-100,-761,1368
1311,186.25,-6.25,-0.02,-100.00,100,-100,-761,1368
1321,186.25,-6.25,-0.01,-100.00,100,-100,-761,1368
1331,186.25,-6.25,-0.04,-100.00,100,-100,-761,1368
1341,186.25,-6.25,-0.07,-100.00,100,-100,-761,1368
1351,186.24,-6.24,-0.03,-100.00,100,-100,-761,1368
1361,186.24,-6.24,-0.02,-100.00,100,-100,-761,1368
1371,186.24,-6.24,-0.06,-100.00,100,-100,-761,1368
1381,186.24,-6.24,-0.02,-100.00,100,-100,-761,1368
1391,186.24,-6.24,-0.07,-100.00,100,-100,-761,1368
1401,186.24,-6.24,-0.02,-100.00,100,-100,-761,1368
1411,186.24,-6.24,-0.04,-100.00,100,-100,-761,1368
1421,186.24,-6.24,-0.04,-100.00,100,-100,-761,1368
1431,186.24,-6.24,-0.01,-100.00,100,-100,-761,1368
1441,186.24,-6.24,-0.01,-100.00,100,-100,-761,1368
1451,186.24,-6.24,0.02,-100.00,100,-100,-761,1368
1461,186.24,-6.24,0.03,-100.00,100,-100,-761,1368
1471,186.24,-6.24,-0.03,-100.00,100,-100,-761,1368
1481,186.24,-6.24,-0.06,-100.00,100,-100,-761,1368
1491,186.24,-6.24,0.04,-100.00,100,-100,-761,1368
1501,186.24,-6.24,0.03,-100.00,100,-100,-761,1368
1511,186.24,-6.24,-0.01,-100.00,100,-100,-761,1368
1521,186.24,-6.24,-0.03,-100.00,100,-100,-761,1368
---- FIM (152 amostras) ----
[GIRO] Fim. Envie 's' para repetir.
[GIRO] Girando... (log so no fim)
[GIRO] Alvo +180.0 | Final +182.84 | Erro -2.84 | 1769 ms | fim: travou
---- INICIO TELEMETRIA (CSV) ----
t_ms,ang_z,erro,velGiro,correcao,pwmEsq,pwmDir,encEsq,encDir
11,-0.00,180.00,-0.01,150.00,0,0,0,0
21,-0.00,180.00,0.03,150.00,-150,150,-4,4
31,0.00,180.00,4.99,150.00,-150,150,-10,11
41,0.22,179.78,32.17,150.00,-150,150,-12,23
51,0.59,179.41,40.60,150.00,-150,150,-15,32
61,1.09,178.91,59.21,150.00,-150,150,-20,32
71,1.65,178.35,49.70,150.00,-150,150,-28,37
81,2.15,177.85,52.19,150.00,-150,150,-31,51
91,2.64,177.36,46.88,150.00,-150,150,-34,68
101,3.20,176.80,75.80,150.00,-150,150,-38,70
111,4.01,175.99,77.71,150.00,-150,150,-48,74
121,4.77,175.23,77.86,150.00,-150,150,-54,87
131,5.57,174.43,78.42,150.00,-150,150,-57,104
141,6.39,173.61,96.29,150.00,-150,150,-60,110
151,7.43,172.57,104.86,150.00,-150,150,-68,114
161,8.43,171.57,98.50,150.00,-150,150,-78,122
171,9.46,170.54,106.78,150.00,-150,150,-85,137
181,10.55,169.45,115.36,150.00,-150,150,-88,151
191,11.80,168.20,136.02,150.00,-150,150,-96,154
201,13.14,166.86,128.77,150.00,-150,150,-108,162
211,14.44,165.56,132.03,150.00,-150,150,-114,180
221,15.78,164.22,132.90,150.00,-150,150,-119,203
231,17.13,162.87,152.07,150.00,-150,150,-124,208
241,18.72,161.28,155.69,150.00,-150,150,-136,214
251,20.21,159.79,146.35,150.00,-150,150,-146,229
261,21.71,158.29,147.14,150.00,-150,150,-152,252
271,23.15,156.85,146.28,150.00,-150,150,-158,280
281,24.64,155.36,161.72,150.00,-150,150,-164,294
291,26.44,153.56,186.54,150.00,-150,150,-176,298
301,28.23,151.77,175.16,150.00,-150,150,-184,311
311,30.03,149.97,175.62,150.00,-150,150,-194,332
321,31.77,148.23,176.48,150.00,-150,150,-201,360
331,33.52,146.48,171.33,150.00,-150,150,-207,383
341,35.40,144.60,204.94,150.00,-150,150,-217,385
351,37.44,142.56,194.68,150.00,-150,150,-230,396
361,39.39,140.61,195.12,150.00,-150,150,-238,415
371,41.30,138.70,188.76,150.00,-150,150,-246,441
381,43.21,136.79,190.27,150.00,-150,150,-252,468
391,45.24,134.76,222.18,150.00,-150,150,-260,472
401,47.47,132.53,216.80,150.00,-150,150,-272,483
411,49.59,130.41,215.56,150.00,-150,150,-280,501
421,51.73,128.27,211.84,150.00,-150,150,-288,523
431,53.95,126.05,238.96,150.00,-150,150,-296,527
441,56.33,123.67,226.38,150.00,-150,150,-312,538
451,58.54,121.46,221.24,150.00,-150,150,-321,555
461,60.84,119.16,231.57,150.00,-150,150,-329,577
471,63.14,116.86,234.47,150.00,-150,150,-336,597
481,65.57,114.43,248.61,150.00,-150,150,-346,604
491,68.06,111.94,242.34,150.00,-150,150,-358,616
501,70.41,109.59,232.09,150.00,-150,150,-369,635
511,72.71,107.29,230.67,150.00,-150,150,-378,660
521,75.01,104.99,228.22,150.00,-150,150,-384,686
531,77.35,102.65,248.61,150.00,-150,150,-392,694
541,79.83,100.17,248.13,150.00,-150,150,-407,705
551,82.23,97.77,238.43,150.00,-150,150,-414,724
561,84.67,95.33,238.72,150.00,-150,150,-424,749
571,87.01,92.99,232.93,150.00,-150,150,-431,781
581,89.37,90.63,240.36,150.00,-150,150,-438,807
591,91.84,88.16,248.61,150.00,-150,150,-449,812
601,94.32,85.68,248.61,150.00,-150,150,-466,825
611,96.81,83.19,248.61,150.00,-150,150,-474,846
621,99.30,80.70,248.61,150.00,-150,150,-484,873
631,101.77,78.23,246.57,150.00,-150,150,-492,905
641,104.21,75.79,237.81,150.00,-150,150,-500,939
651,106.62,73.38,248.61,150.00,-150,150,-506,952
661,109.11,70.89,248.61,150.00,-150,150,-520,959
671,111.59,68.41,248.61,150.00,-150,150,-535,977
681,114.08,65.92,248.61,150.00,-150,150,-544,1001
691,116.56,63.44,248.61,150.00,-150,150,-554,1031
701,119.05,60.95,248.61,150.00,-150,150,-561,1067
711,121.53,58.47,248.61,150.00,-150,150,-569,1080
721,124.01,55.99,248.61,150.00,-150,150,-583,1089
731,126.50,53.50,248.61,150.00,-150,150,-592,1107
741,128.99,51.01,248.61,150.00,-150,150,-601,1131
751,131.47,48.53,248.61,150.00,-150,150,-609,1153
761,133.96,46.04,248.61,150.00,-150,150,-618,1161
771,136.45,43.55,248.61,146.68,-150,150,-634,1173
781,138.93,41.07,248.61,137.53,-146,146,-644,1191
791,141.42,38.58,248.61,128.19,-137,137,-654,1215
801,143.90,36.10,248.61,118.64,-128,128,-663,1228
811,146.39,33.61,248.61,108.90,-118,118,-674,1237
821,148.88,31.12,248.61,100.00,-108,108,-682,1251
831,151.36,28.64,248.61,100.00,-100,100,-688,1269
841,153.85,26.15,248.61,100.00,-100,100,-694,1280
851,156.33,23.67,243.39,100.00,-100,100,-700,1288
861,158.69,21.31,229.97,100.00,-100,100,-705,1299
871,160.99,19.01,226.86,100.00,-100,100,-710,1310
881,163.26,16.74,228.74,100.00,-100,100,-715,1319
891,165.52,14.48,220.75,100.00,-100,100,-720,1327
901,167.70,12.30,212.51,100.00,-100,100,-724,1337
911,169.79,10.21,203.07,100.00,-100,100,-727,1348
921,171.81,8.19,202.73,100.00,-100,100,-731,1356
931,173.84,6.16,200.33,100.00,-100,100,-736,1364
941,175.78,4.22,188.08,100.00,-100,100,-740,1377
951,177.61,2.39,175.84,-9.49,-100,100,-744,1392
961,179.40,0.60,187.80,-17.03,9,-9,-746,1396
971,181.26,-1.26,177.02,-28.97,17,-17,-745,1397
981,182.90,-2.90,138.62,-100.00,28,-28,-746,1399
991,184.16,-4.16,111.13,-100.00,100,-100,-746,1400
1001,185.17,-5.17,83.38,-100.00,100,-100,-746,1397
1011,185.88,-5.88,57.11,-100.00,100,-100,-746,1393
1021,186.33,-6.33,32.05,-100.00,100,-100,-745,1387
1031,186.53,-6.53,7.57,-100.00,100,-100,-744,1378
1041,186.52,-6.52,-7.10,-100.00,100,-100,-742,1372
1051,186.38,-6.38,-22.62,-100.00,100,-100,-740,1370
1061,186.10,-6.10,-29.54,-100.00,100,-100,-739,1369
1071,185.82,-5.82,-24.16,-100.00,100,-100,-738,1367
1081,185.59,-5.59,-23.19,-100.00,100,-100,-738,1367
1091,185.36,-5.36,-21.71,-100.00,100,-100,-737,1366
1101,185.14,-5.14,-22.95,-100.00,100,-100,-736,1365
1111,184.91,-4.91,-20.30,-100.00,100,-100,-736,1365
1121,184.74,-4.74,-15.39,-100.00,100,-100,-735,1365
1131,184.59,-4.59,-13.39,-100.00,100,-100,-734,1365
1141,184.47,-4.47,-11.31,-100.00,100,-100,-734,1364
1151,184.36,-4.36,-9.34,-100.00,100,-100,-734,1364
1161,184.28,-4.28,-7.20,-100.00,100,-100,-734,1364
1171,184.21,-4.21,-6.48,-100.00,100,-100,-734,1364
1181,184.15,-4.15,-5.56,-100.00,100,-100,-733,1364
1191,184.10,-4.10,-3.83,-100.00,100,-100,-733,1363
1201,184.07,-4.07,-2.85,-100.00,100,-100,-733,1363
1211,184.04,-4.04,-2.67,-100.00,100,-100,-733,1363
1221,184.02,-4.02,-2.17,-100.00,100,-100,-733,1363
1231,184.00,-4.00,-1.50,-100.00,100,-100,-733,1363
1241,183.98,-3.98,-1.72,-100.00,100,-100,-733,1363
1251,183.97,-3.97,-2.26,-100.00,100,-100,-732,1363
1261,183.94,-3.94,-3.26,-100.00,100,-100,-732,1363
1271,183.90,-3.90,-4.64,-100.00,100,-100,-732,1363
1281,183.85,-3.85,-5.99,-100.00,100,-100,-732,1362
1291,183.78,-3.78,-8.13,-100.00,100,-100,-732,1362
1301,183.69,-3.69,-10.61,-100.00,100,-100,-732,1361
1311,183.57,-3.57,-13.32,-100.00,100,-100,-732,1361
1321,183.43,-3.43,-13.64,-100.00,100,-100,-731,1361
1331,183.29,-3.29,-14.04,-100.00,100,-100,-731,1360
1341,183.16,-3.16,-12.14,-100.00,100,-100,-730,1360
1351,183.05,-3.05,-9.72,-100.00,100,-100,-730,1360
1361,182.96,-2.96,-7.47,-100.00,100,-100,-730,1359
1371,182.91,-2.91,-3.33,-100.00,100,-100,-730,1359
1381,182.89,-2.89,-1.01,-100.00,100,-100,-730,1359
1391,182.88,-2.88,-0.20,-100.00,100,-100,-730,1359
1401,182.88,-2.88,-0.41,-100.00,100,-100,-730,1359
1411,182.87,-2.87,-0.22,-100.00,100,-100,-730,1359
1421,182.87,-2.87,-0.10,-100.00,100,-100,-730,1359
1431,182.87,-2.87,-0.01,-100.00,100,-100,-730,1359
1444,182.87,-2.87,-0.10,-100.00,100,-100,-730,1359
