=== Conectado a bancada de giro ===
Envie 's' para girar. 'p' aborta.
[GIRO] Girando... (log so no fim)
[GIRO] Alvo +180.0 | Final +174.11 | Erro +5.89 | 1559 ms | fim: travou
---- INICIO TELEMETRIA (CSV) ----
t_ms,ang_z,erro,velGiro,correcao,pwmEsq,pwmDir,encEsq,encDir
23,-0.00,180.00,0.02,150.00,-150,150,-2,1
33,0.03,179.97,14.67,150.00,-150,150,-4,2
43,0.23,179.77,18.76,150.00,-150,150,-5,6
53,0.41,179.59,20.12,150.00,-150,150,-6,7
63,0.62,179.38,20.58,150.00,-150,150,-8,7
73,0.84,179.16,22.80,150.00,-150,150,-9,11
83,1.07,178.93,25.47,150.00,-150,150,-10,11
93,1.32,178.68,25.39,150.00,-150,150,-10,12
103,1.58,178.42,26.44,150.00,-150,150,-12,13
113,1.85,178.15,28.09,150.00,-150,150,-13,14
123,2.15,177.85,31.20,150.00,-150,150,-14,15
133,2.46,177.54,30.89,150.00,-150,150,-15,15
143,2.78,177.22,32.74,150.00,-150,150,-16,17
156,3.22,176.78,35.02,150.00,-150,150,-18,18
166,3.57,176.43,35.86,150.00,-150,150,-19,19
176,3.93,176.07,36.44,150.00,-150,150,-20,20
186,4.30,175.70,39.46,150.00,-150,150,-22,21
196,4.70,175.30,39.47,150.00,-150,150,-23,21
206,5.10,174.90,39.50,150.00,-150,150,-25,23
216,5.52,174.48,44.40,150.00,-150,150,-26,25
226,5.98,174.02,48.13,150.00,-150,150,-28,26
236,6.45,173.55,48.81,150.00,-150,150,-29,28
246,6.98,173.02,57.24,150.00,-150,150,-32,30
256,7.58,172.42,62.92,150.00,-150,150,-33,32
266,8.21,171.79,65.15,150.00,-150,150,-36,35
276,8.89,171.11,71.88,150.00,-150,150,-38,37
286,9.62,170.38,74.78,150.00,-150,150,-40,40
296,10.39,169.61,78.73,150.00,-150,150,-43,43
306,11.18,168.82,80.19,150.00,-150,150,-46,45
316,12.00,168.00,81.94,150.00,-150,150,-48,49
326,12.83,167.17,85.08,150.00,-150,150,-51,51
336,13.69,166.31,86.85,150.00,-150,150,-53,54
346,14.57,165.43,89.56,150.00,-150,150,-56,57
356,15.48,164.52,92.39,150.00,-150,150,-58,62
366,16.43,163.57,101.04,150.00,-150,150,-61,66
376,17.44,162.56,102.26,150.00,-150,150,-64,70
386,18.48,161.52,103.56,150.00,-150,150,-68,74
396,19.52,160.48,106.06,150.00,-150,150,-70,78
406,20.58,159.42,106.92,150.00,-150,150,-73,82
416,21.67,158.33,109.73,150.00,-150,150,-76,86
426,22.76,157.24,110.39,150.00,-150,150,-78,90
436,23.88,156.12,114.92,150.00,-150,150,-82,95
446,25.04,154.96,117.86,150.00,-150,150,-84,100
456,26.23,153.77,118.66,150.00,-150,150,-88,104
466,27.41,152.59,119.78,150.00,-150,150,-91,108
476,28.62,151.38,121.88,150.00,-150,150,-94,113
486,29.85,150.15,124.79,150.00,-150,150,-98,118
496,31.10,148.90,122.24,150.00,-150,150,-100,125
506,32.32,147.68,128.25,150.00,-150,150,-104,129
516,33.61,146.39,127.41,150.00,-150,150,-109,137
526,34.88,145.12,129.86,150.00,-150,150,-112,143
536,36.21,143.79,132.82,150.00,-150,150,-117,148
546,37.55,142.45,135.06,150.00,-150,150,-120,154
556,38.91,141.09,136.44,150.00,-150,150,-123,159
566,40.22,139.78,126.79,150.00,-150,150,-126,165
576,41.49,138.51,129.66,150.00,-150,150,-129,169
586,42.78,137.22,129.00,150.00,-150,150,-132,176
596,44.05,135.95,127.35,150.00,-150,150,-135,184
606,45.38,134.62,133.47,150.00,-150,150,-140,188
616,46.67,133.33,129.97,150.00,-150,150,-144,194
626,47.98,132.02,130.17,150.00,-150,150,-147,200
636,49.29,130.71,130.44,150.00,-150,150,-150,205
646,50.60,129.40,132.50,150.00,-150,150,-153,209
656,51.93,128.07,132.35,150.00,-150,150,-156,215
666,53.24,126.76,131.02,150.00,-150,150,-160,219
676,54.55,125.45,129.98,150.00,-150,150,-163,224
686,55.85,124.15,129.37,150.00,-150,150,-166,229
696,57.16,122.84,133.84,150.00,-150,150,-170,234
706,58.50,121.50,134.74,150.00,-150,150,-173,239
716,59.87,120.13,137.28,150.00,-150,150,-177,245
726,61.26,118.74,139.53,150.00,-150,150,-181,250
736,62.66,117.34,141.41,150.00,-150,150,-184,254
746,64.06,115.94,140.64,150.00,-150,150,-188,260
756,65.46,114.54,139.73,150.00,-150,150,-191,265
766,66.88,113.12,141.24,150.00,-150,150,-194,271
776,68.31,111.69,146.05,150.00,-150,150,-198,276
786,69.74,110.26,144.56,150.00,-150,150,-202,281
796,71.18,108.82,139.92,150.00,-150,150,-206,290
806,72.57,107.43,137.79,150.00,-150,150,-210,301
816,74.00,106.00,148.11,150.00,-150,150,-214,306
826,75.44,104.56,143.92,150.00,-150,150,-218,311
836,76.89,103.11,142.17,150.00,-150,150,-222,316
846,78.29,101.71,141.15,150.00,-150,150,-225,322
856,79.71,100.29,142.22,150.00,-150,150,-228,328
866,81.15,98.85,143.47,150.00,-150,150,-232,333
876,82.59,97.41,144.97,150.00,-150,150,-236,338
886,84.03,95.97,145.09,150.00,-150,150,-240,344
896,85.48,94.52,146.24,150.00,-150,150,-243,349
906,86.96,93.04,144.41,150.00,-150,150,-246,355
916,88.42,91.58,147.37,150.00,-150,150,-250,361
926,89.89,90.11,148.34,150.00,-150,150,-254,366
936,91.34,88.66,144.29,150.00,-150,150,-257,372
946,92.80,87.20,144.82,150.00,-150,150,-261,377
956,94.26,85.74,148.94,150.00,-150,150,-265,384
966,95.77,84.23,153.80,150.00,-150,150,-269,390
976,97.31,82.69,153.33,150.00,-150,150,-273,395
986,98.86,81.14,155.24,150.00,-150,150,-277,401
996,100.41,79.59,157.82,150.00,-150,150,-280,408
1006,102.00,78.00,154.34,150.00,-150,150,-284,415
1016,103.55,76.45,161.93,150.00,-150,150,-289,420
1026,105.15,74.85,157.62,150.00,-150,150,-294,431
1036,106.71,73.29,150.95,150.00,-150,150,-298,445
1046,108.25,71.75,162.28,150.00,-150,150,-302,450
1056,109.87,70.13,161.05,150.00,-150,150,-307,459
1066,111.52,68.48,164.05,150.00,-150,150,-311,472
1076,113.17,66.83,170.69,150.00,-150,150,-316,477
1086,114.87,65.13,167.81,150.00,-150,150,-321,488
1096,116.58,63.42,171.97,150.00,-150,150,-326,498
1106,118.29,61.71,172.73,150.00,-150,150,-330,503
1116,120.01,59.99,166.49,150.00,-150,150,-334,512
1126,121.68,58.32,167.99,150.00,-150,150,-338,521
1136,123.36,56.64,168.21,150.00,-150,150,-342,528
1146,125.04,54.96,170.35,150.00,-150,150,-346,535
1156,126.77,53.23,169.55,150.00,-150,150,-351,543
1166,128.44,51.56,162.17,150.00,-150,150,-354,557
1176,130.02,49.98,160.50,150.00,-150,150,-358,567
1186,131.67,48.33,168.95,150.00,-150,150,-364,574
1196,133.32,46.68,164.28,150.00,-150,150,-367,588
1206,134.93,45.07,161.23,150.00,-150,150,-370,594
1216,136.57,43.43,161.73,150.00,-150,150,-378,601
1226,138.17,41.83,163.85,150.00,-150,150,-381,609
1236,139.80,40.20,161.34,150.00,-150,150,-385,616
1246,141.44,38.56,162.15,146.75,-150,150,-390,622
1256,143.04,36.96,165.28,142.76,-146,146,-394,628
1266,144.70,35.30,162.21,135.68,-142,142,-398,635
1276,146.32,33.68,163.97,131.21,-135,135,-402,644
1286,148.00,32.00,167.44,123.79,-131,131,-408,649
1296,149.62,30.38,159.95,119.93,-123,123,-411,661
1306,151.18,28.82,152.86,116.10,-119,119,-414,669
1316,152.75,27.25,155.64,110.18,-116,116,-418,674
1326,154.29,25.71,155.32,105.48,-110,110,-422,680
1336,155.82,24.18,149.08,100.12,-105,105,-425,686
1346,157.29,22.71,145.24,96.23,-100,100,-428,692
1356,158.75,21.25,146.41,90.83,-96,96,-432,698
1366,160.19,19.81,142.10,85.98,-90,90,-435,703
1376,161.58,18.42,134.20,82.10,-85,85,-438,708
1386,162.90,17.10,129.70,79.02,-82,82,-440,713
1396,164.16,15.84,125.07,75.36,-79,79,-443,717
1406,165.40,14.60,120.21,71.50,-75,75,-446,721
1416,166.56,13.44,114.26,68.59,-71,71,-448,726
1426,167.67,12.33,107.12,65.86,-68,68,-450,730
1436,168.72,11.28,102.31,63.24,-65,65,-452,734
1446,169.70,10.30,92.74,61.33,-63,63,-454,736
1456,170.58,9.42,82.75,60.53,-61,61,-456,739
1466,171.40,8.60,77.96,59.29,-60,60,-458,742
1476,172.14,7.86,70.73,58.32,-59,59,-459,745
1486,172.81,7.19,62.14,57.68,-58,58,-460,747
1496,173.39,6.61,53.75,58.07,-57,57,-462,748
1506,173.89,6.11,45.91,58.19,-58,58,-462,749
1516,174.30,5.70,34.82,59.60,-58,58,-464,750
1526,174.61,5.39,26.28,61.50,-59,59,-464,751
1536,174.84,5.16,20.32,62.95,-61,61,-465,751
1546,175.02,4.98,14.78,64.16,-62,62,-465,752
1556,175.14,4.86,9.33,65.57,-64,64,-466,752
1566,175.21,4.79,3.85,67.26,-65,65,-466,752
1576,175.23,4.77,0.47,69.03,-67,67,-466,752
1586,175.23,4.77,0.50,69.84,-69,69,-466,752
1596,175.24,4.76,0.44,70.13,-69,69,-466,752
1606,175.24,4.76,-0.05,70.63,-70,70,-466,752
1616,175.24,4.76,0.12,71.05,-70,70,-466,752
1626,175.24,4.76,0.02,71.39,-71,71,-466,752
1636,175.24,4.76,-0.08,71.83,-71,71,-466,752
1646,175.24,4.76,0.08,72.18,-71,71,-466,752
1656,175.24,4.76,0.03,72.55,-72,72,-466,752
1666,175.24,4.76,-0.01,72.96,-72,72,-466,752
1676,175.24,4.76,0.12,73.32,-72,72,-466,752
1686,175.24,4.76,0.05,73.68,-73,73,-466,752
1696,175.24,4.76,0.01,74.09,-73,73,-466,752
1706,175.24,4.76,0.08,74.45,-74,74,-466,752
1716,175.24,4.76,0.08,74.82,-74,74,-466,752
1726,175.24,4.76,0.05,75.19,-74,74,-466,752
1736,175.24,4.76,0.03,75.59,-75,75,-466,752
1746,175.24,4.76,0.06,75.97,-75,75,-466,752
1756,175.24,4.76,0.01,76.34,-75,75,-466,752
1766,175.24,4.76,-0.01,76.73,-76,76,-466,752
1776,175.24,4.76,0.08,77.10,-76,76,-466,752
1786,175.24,4.76,0.05,77.47,-77,77,-466,752
1796,175.24,4.76,0.05,77.86,-77,77,-466,752
1806,175.24,4.76,0.00,78.24,-77,77,-466,752
1816,175.24,4.76,0.08,78.62,-78,78,-466,752
1826,175.25,4.75,0.09,78.98,-78,78,-466,752
1836,175.25,4.75,0.06,79.35,-78,78,-466,752
1846,175.25,4.75,0.08,79.72,-79,79,-466,752
1856,175.25,4.75,0.07,80.11,-79,79,-466,752
1866,175.25,4.75,0.14,80.48,-80,80,-466,752
1876,175.25,4.75,0.05,80.85,-80,80,-466,752
1886,175.25,4.75,0.03,81.25,-80,80,-466,752
1896,175.25,4.75,0.06,81.63,-81,81,-466,752
1906,175.25,4.75,0.15,81.99,-81,81,-466,752
1916,175.25,4.75,0.06,82.36,-81,81,-466,752
1926,175.25,4.75,0.00,82.76,-82,82,-466,752
1936,175.25,4.75,0.09,83.13,-82,82,-466,752
1946,175.25,4.75,0.08,83.49,-83,83,-466,752
---- FIM (194 amostras) ----
[GIRO] Fim. Envie 's' para repetir.
[GIRO] Girando... (log so no fim)
[GIRO] Alvo +180.0 | Final +172.74 | Erro +7.26 | 1686 ms | fim: travou
---- INICIO TELEMETRIA (CSV) ----
t_ms,ang_z,erro,velGiro,correcao,pwmEsq,pwmDir,encEsq,encDir
11,-0.00,180.00,-0.05,150.00,0,0,0,0
21,-0.00,180.00,0.05,150.00,-150,150,0,1
31,0.05,179.95,13.24,150.00,-150,150,0,2
41,0.19,179.81,13.71,150.00,-150,150,-2,3
51,0.34,179.66,17.52,150.00,-150,150,-2,3
61,0.53,179.47,21.07,150.00,-150,150,-3,4
71,0.77,179.23,28.01,150.00,-150,150,-4,6
81,1.08,178.92,32.33,150.00,-150,150,-5,7
91,1.40,178.60,31.53,150.00,-150,150,-6,8
101,1.73,178.27,34.93,150.00,-150,150,-7,10
111,2.10,177.90,38.82,150.00,-150,150,-8,12
121,2.49,177.51,39.18,150.00,-150,150,-9,13
131,2.87,177.13,38.28,150.00,-150,150,-10,14
141,3.27,176.73,40.50,150.00,-150,150,-11,16
151,3.69,176.31,44.56,150.00,-150,150,-12,18
161,4.15,175.85,46.36,150.00,-150,150,-13,20
171,4.62,175.38,49.15,150.00,-150,150,-14,21
181,5.13,174.87,50.62,150.00,-150,150,-16,23
191,5.65,174.35,56.09,150.00,-150,150,-18,25
201,6.25,173.75,62.59,150.00,-150,150,-20,28
211,6.88,173.12,65.76,150.00,-150,150,-21,30
221,7.57,172.43,71.53,150.00,-150,150,-24,34
231,8.31,171.69,79.01,150.00,-150,150,-26,37
241,9.11,170.89,79.98,150.00,-150,150,-29,40
251,9.94,170.06,87.63,150.00,-150,150,-32,43
261,10.82,169.18,89.83,150.00,-150,150,-35,46
271,11.75,168.25,92.41,150.00,-150,150,-38,50
281,12.71,167.29,98.31,150.00,-150,150,-40,53
291,13.70,166.30,102.28,150.00,-150,150,-43,57
301,14.73,165.27,105.97,150.00,-150,150,-46,61
311,15.83,164.17,112.80,150.00,-150,150,-50,66
321,16.97,163.03,117.35,150.00,-150,150,-54,70
331,18.17,161.83,122.43,150.00,-150,150,-57,75
341,19.40,160.60,123.47,150.00,-150,150,-61,79
351,20.65,159.35,127.05,150.00,-150,150,-65,84
361,21.93,158.07,131.41,150.00,-150,150,-69,89
371,23.28,156.72,138.17,150.00,-150,150,-73,95
381,24.70,155.30,143.76,150.00,-150,150,-78,100
391,26.15,153.85,148.95,150.00,-150,150,-83,106
401,27.68,152.32,152.09,150.00,-150,150,-88,111
411,29.20,150.80,153.16,150.00,-150,150,-93,117
421,30.76,149.24,160.19,150.00,-150,150,-97,123
431,32.37,147.63,163.05,150.00,-150,150,-102,129
441,34.02,145.98,165.36,150.00,-150,150,-106,135
451,35.67,144.33,165.39,150.00,-150,150,-110,141
461,37.34,142.66,168.93,150.00,-150,150,-115,148
471,39.04,140.96,172.71,150.00,-150,150,-119,154
481,40.79,139.21,173.33,150.00,-150,150,-124,161
491,42.53,137.47,175.73,150.00,-150,150,-128,168
501,44.30,135.70,176.46,150.00,-150,150,-133,175
511,46.09,133.91,181.64,150.00,-150,150,-138,182
521,47.93,132.07,183.31,150.00,-150,150,-142,189
531,49.75,130.25,181.09,150.00,-150,150,-148,195
541,51.58,128.42,182.90,150.00,-150,150,-152,204
551,53.39,126.61,179.51,150.00,-150,150,-157,213
561,55.26,124.74,188.91,150.00,-150,150,-163,220
571,57.12,122.88,184.91,150.00,-150,150,-168,230
581,58.98,121.02,185.54,150.00,-150,150,-173,240
591,60.85,119.15,192.18,150.00,-150,150,-178,246
601,62.76,117.24,189.82,150.00,-150,150,-183,258
611,64.65,115.35,186.24,150.00,-150,150,-188,266
621,66.52,113.48,182.57,150.00,-150,150,-193,274
631,68.33,111.67,183.92,150.00,-150,150,-197,283
641,70.19,109.81,186.28,150.00,-150,150,-203,293
651,72.06,107.94,193.03,150.00,-150,150,-208,301
661,74.01,105.99,191.92,150.00,-150,150,-214,309
671,75.93,104.07,194.57,150.00,-150,150,-218,321
681,77.87,102.13,196.89,150.00,-150,150,-224,328
691,79.85,100.15,195.06,150.00,-150,150,-229,338
701,81.80,98.20,197.28,150.00,-150,150,-234,349
711,83.77,96.23,200.70,150.00,-150,150,-238,357
721,85.79,94.21,198.67,150.00,-150,150,-244,366
731,87.80,92.20,203.66,150.00,-150,150,-248,376
741,89.84,90.16,208.39,150.00,-150,150,-254,384
751,91.92,88.08,205.97,150.00,-150,150,-260,393
761,94.00,86.00,209.23,150.00,-150,150,-264,404
771,96.08,83.92,202.72,150.00,-150,150,-268,415
781,98.12,81.88,206.79,150.00,-150,150,-274,421
791,100.15,79.85,200.59,150.00,-150,150,-279,434
801,102.10,77.90,187.19,150.00,-150,150,-284,451
811,103.99,76.01,191.45,150.00,-150,150,-289,466
821,105.90,74.10,197.76,150.00,-150,150,-294,473
831,107.89,72.11,194.91,150.00,-150,150,-300,483
841,109.82,70.18,189.97,150.00,-150,150,-304,499
851,111.68,68.32,189.07,150.00,-150,150,-309,509
861,113.61,66.39,195.74,150.00,-150,150,-316,517
871,115.58,64.42,198.27,150.00,-150,150,-320,528
881,117.54,62.46,191.37,150.00,-150,150,-325,535
891,119.44,60.56,188.57,150.00,-150,150,-330,543
901,121.32,58.68,186.49,150.00,-150,150,-334,554
911,123.18,56.82,188.99,150.00,-150,150,-338,561
921,125.06,54.94,182.54,150.00,-150,150,-344,570
931,126.89,53.11,183.59,150.00,-150,150,-348,585
941,128.70,51.30,184.77,150.00,-150,150,-352,591
951,130.53,49.47,178.22,150.00,-150,150,-356,601
961,132.32,47.68,177.86,150.00,-150,150,-360,611
971,134.14,45.86,182.42,150.00,-150,150,-366,618
981,135.93,44.07,179.70,150.00,-150,150,-370,627
991,137.74,42.26,181.95,150.00,-150,150,-376,637
1001,139.59,40.41,186.96,149.81,-150,150,-380,644
1011,141.45,38.55,185.06,143.47,-149,149,-384,650
1021,143.29,36.71,180.57,137.46,-143,143,-388,658
1031,145.07,34.93,174.48,133.38,-137,137,-392,667
1041,146.80,33.20,178.05,128.60,-133,133,-396,675
1051,148.61,31.39,178.54,119.94,-128,128,-401,683
1061,150.38,29.62,178.38,114.65,-119,119,-404,691
1071,152.15,27.85,171.82,107.78,-114,114,-408,697
1081,153.85,26.15,167.99,103.95,-107,107,-411,703
1091,155.51,24.49,160.44,98.37,-103,103,-414,710
1101,157.09,22.91,157.23,94.94,-98,98,-417,717
1111,158.64,21.36,151.43,89.80,-94,94,-420,723
1121,160.14,19.86,149.49,85.03,-89,89,-422,729
1131,161.61,18.39,140.51,80.52,-85,85,-425,734
1141,162.97,17.03,131.86,78.22,-80,80,-428,739
1151,164.25,15.75,126.35,75.22,-78,78,-430,744
1161,165.48,14.52,117.70,72.01,-75,75,-431,749
1171,166.61,13.39,108.82,70.23,-72,72,-432,754
1181,167.66,12.34,100.38,68.65,-70,70,-434,758
1191,168.62,11.38,90.02,67.46,-68,68,-434,761
1201,169.46,10.54,74.37,67.34,-67,67,-436,764
1211,170.16,9.84,65.16,69.00,-67,67,-436,767
